empresa_id,nombre,ciudad,sector,tamano,cultura,escenario,burnout_base,boreout_base,wellbeing_base,rotation_base
RIE_027,riesgo_boreout_Corp_27,Valencia,Retail,Grande,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_028,riesgo_boreout_Corp_28,Madrid,Educación,Mediana,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_029,riesgo_boreout_Corp_29,Madrid,Retail,Mediana,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_030,riesgo_boreout_Corp_30,Barcelona,Retail,Mediana,Clan,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_031,riesgo_boreout_Corp_31,Valencia,Finanzas,Grande,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_032,riesgo_boreout_Corp_32,Valencia,Salud,Mediana,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_033,riesgo_boreout_Corp_33,Bilbao,Educación,Mediana,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_034,riesgo_boreout_Corp_34,Madrid,Educación,Mediana,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_035,riesgo_boreout_Corp_35,Sevilla,Educación,Grande,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_036,riesgo_boreout_Corp_36,Barcelona,Tecnología,Grande,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_037,riesgo_boreout_Corp_37,Madrid,Retail,Pequeña,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_038,riesgo_boreout_Corp_38,Madrid,Retail,Grande,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_039,riesgo_boreout_Corp_39,Barcelona,Finanzas,Mediana,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_040,riesgo_boreout_Corp_40,Bilbao,Educación,Micro,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_041,riesgo_boreout_Corp_41,Valencia,Salud,Mediana,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_042,riesgo_boreout_Corp_42,Madrid,Educación,Pequeña,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_043,riesgo_boreout_Corp_43,Madrid,Finanzas,Mediana,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_044,riesgo_boreout_Corp_44,Valencia,Tecnología,Pequeña,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_045,riesgo_boreout_Corp_45,Bilbao,Salud,Pequeña,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_046,riesgo_boreout_Corp_46,Bilbao,Educación,Micro,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_047,riesgo_boreout_Corp_47,Sevilla,Educación,Pequeña,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_048,riesgo_boreout_Corp_48,Barcelona,Finanzas,Micro,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_049,riesgo_boreout_Corp_49,Bilbao,Educación,Pequeña,Clan,riesgo_boreout,1.5,4.3,2.3,3.8
