empresa_id,nombre,ciudad,sector,tamano,cultura,escenario,burnout_base,boreout_base,wellbeing_base,rotation_base
EST_036,estable_Corp_36,Madrid,Tecnología,Pequeña,Adhocracia,estable,2.5,2.2,3.4,2.3
EST_037,estable_Corp_37,Sevilla,Tecnología,Mediana,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_038,estable_Corp_38,Barcelona,Tecnología,Pequeña,Clan,estable,2.5,2.2,3.4,2.3
EST_039,estable_Corp_39,Sevilla,Tecnología,Mediana,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_040,estable_Corp_40,Madrid,Tecnología,Mediana,Adhocracia,estable,2.5,2.2,3.4,2.3
EST_041,estable_Corp_41,Madrid,Tecnología,Mediana,Adhocracia,estable,2.5,2.2,3.4,2.3
EST_042,estable_Corp_42,Valencia,Tecnología,Pequeña,Clan,estable,2.5,2.2,3.4,2.3
EST_043,estable_Corp_43,Bilbao,Tecnología,Grande,Mercado,estable,2.5,2.2,3.4,2.3
EST_044,estable_Corp_44,Barcelona,Tecnología,Mediana,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_045,estable_Corp_45,Valencia,Tecnología,Grande,Clan,estable,2.5,2.2,3.4,2.3
EST_046,estable_Corp_46,Barcelona,Tecnología,Pequeña,Adhocracia,estable,2.5,2.2,3.4,2.3
EST_047,estable_Corp_47,Madrid,Tecnología,Mediana,Adhocracia,estable,2.5,2.2,3.4,2.3
EST_048,estable_Corp_48,Bilbao,Tecnología,Grande,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_049,estable_Corp_49,Bilbao,Tecnología,Grande,Mercado,estable,2.5,2.2,3.4,2.3
