empresa_id,nombre,ciudad,sector,cultura,escenario,burnout_base,boreout_base,wellbeing_base,rotation_base
RBO_022,riesgo_boreout_Corp_22,Sevilla,Tecnología,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_023,riesgo_boreout_Corp_23,Barcelona,Tecnología,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_024,riesgo_boreout_Corp_24,Barcelona,Tecnología,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_025,riesgo_boreout_Corp_25,Sevilla,Tecnología,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_026,riesgo_boreout_Corp_26,Bilbao,Tecnología,Clan,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_027,riesgo_boreout_Corp_27,Valencia,Tecnología,Clan,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_028,riesgo_boreout_Corp_28,Madrid,Tecnología,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_029,riesgo_boreout_Corp_29,Madrid,Tecnología,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_030,riesgo_boreout_Corp_30,Barcelona,Tecnología,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_031,riesgo_boreout_Corp_31,Valencia,Tecnología,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_032,riesgo_boreout_Corp_32,Valencia,Tecnología,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_033,riesgo_boreout_Corp_33,Bilbao,Tecnología,Clan,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_034,riesgo_boreout_Corp_34,Madrid,Tecnología,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_035,riesgo_boreout_Corp_35,Sevilla,Tecnología,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_036,riesgo_boreout_Corp_36,Barcelona,Tecnología,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_037,riesgo_boreout_Corp_37,Madrid,Tecnología,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_038,riesgo_boreout_Corp_38,Madrid,Tecnología,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_039,riesgo_boreout_Corp_39,Barcelona,Tecnología,Clan,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_040,riesgo_boreout_Corp_40,Bilbao,Tecnología,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_041,riesgo_boreout_Corp_41,Valencia,Tecnología,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_042,riesgo_boreout_Corp_42,Madrid,Tecnología,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_043,riesgo_boreout_Corp_43,Madrid,Tecnología,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_044,riesgo_boreout_Corp_44,Valencia,Tecnología,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_045,riesgo_boreout_Corp_45,Bilbao,Tecnología,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_046,riesgo_boreout_Corp_46,Bilbao,Tecnología,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_047,riesgo_boreout_Corp_47,Sevilla,Tecnología,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_048,riesgo_boreout_Corp_48,Barcelona,Tecnología,Clan,riesgo_boreout,1.5,4.3,2.3,3.8
RBO_049,riesgo_boreout_Corp_49,Bilbao,Tecnología,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
