empresa_id,nombre,ciudad,sector,tamano,cultura,escenario,burnout_base,boreout_base,wellbeing_base,rotation_base
SAL_018,saludable_Corp_18,Valencia,Tecnología,Grande,Clan,saludable,1.8,1.7,4.3,1.5
SAL_019,saludable_Corp_19,Bilbao,Educación,Mediana,Clan,saludable,1.8,1.7,4.3,1.5
SAL_020,saludable_Corp_20,Valencia,Educación,Mediana,Clan,saludable,1.8,1.7,4.3,1.5
SAL_021,saludable_Corp_21,Sevilla,Salud,Mediana,Adhocracia,saludable,1.8,1.7,4.3,1.5
SAL_022,saludable_Corp_22,Sevilla,Finanzas,Pequeña,Jerarquica,saludable,1.8,1.7,4.3,1.5
SAL_023,saludable_Corp_23,Madrid,Tecnología,Mediana,Adhocracia,saludable,1.8,1.7,4.3,1.5
SAL_024,saludable_Corp_24,Sevilla,Tecnología,Pequeña,Adhocracia,saludable,1.8,1.7,4.3,1.5
SAL_025,saludable_Corp_25,Madrid,Retail,Pequeña,Clan,saludable,1.8,1.7,4.3,1.5
SAL_026,saludable_Corp_26,Sevilla,Retail,Pequeña,Mercado,saludable,1.8,1.7,4.3,1.5
SAL_027,saludable_Corp_27,Madrid,Educación,Pequeña,Mercado,saludable,1.8,1.7,4.3,1.5
SAL_028,saludable_Corp_28,Bilbao,Finanzas,Grande,Clan,saludable,1.8,1.7,4.3,1.5
SAL_029,saludable_Corp_29,Sevilla,Educación,Micro,Mercado,saludable,1.8,1.7,4.3,1.5
SAL_030,saludable_Corp_30,Madrid,Finanzas,Mediana,Clan,saludable,1.8,1.7,4.3,1.5
SAL_031,saludable_Corp_31,Barcelona,Tecnología,Pequeña,Clan,saludable,1.8,1.7,4.3,1.5
SAL_032,saludable_Corp_32,Bilbao,Tecnología,Micro,Clan,saludable,1.8,1.7,4.3,1.5
SAL_033,saludable_Corp_33,Madrid,Educación,Pequeña,Clan,saludable,1.8,1.7,4.3,1.5
SAL_034,saludable_Corp_34,Sevilla,Finanzas,Mediana,Adhocracia,saludable,1.8,1.7,4.3,1.5
SAL_035,saludable_Corp_35,Sevilla,Retail,Micro,Clan,saludable,1.8,1.7,4.3,1.5
SAL_036,saludable_Corp_36,Madrid,Retail,Grande,Clan,saludable,1.8,1.7,4.3,1.5
SAL_037,saludable_Corp_37,Sevilla,Educación,Mediana,Jerarquica,saludable,1.8,1.7,4.3,1.5
SAL_038,saludable_Corp_38,Barcelona,Finanzas,Mediana,Clan,saludable,1.8,1.7,4.3,1.5
SAL_039,saludable_Corp_39,Sevilla,Retail,Mediana,Jerarquica,saludable,1.8,1.7,4.3,1.5
SAL_040,saludable_Corp_40,Madrid,Tecnología,Mediana,Clan,saludable,1.8,1.7,4.3,1.5
SAL_041,saludable_Corp_41,Madrid,Retail,Pequeña,Adhocracia,saludable,1.8,1.7,4.3,1.5
SAL_042,saludable_Corp_42,Valencia,Retail,Mediana,Clan,saludable,1.8,1.7,4.3,1.5
SAL_043,saludable_Corp_43,Bilbao,Retail,Mediana,Adhocracia,saludable,1.8,1.7,4.3,1.5
SAL_044,saludable_Corp_44,Barcelona,Educación,Mediana,Clan,saludable,1.8,1.7,4.3,1.5
SAL_045,saludable_Corp_45,Valencia,Salud,Micro,Clan,saludable,1.8,1.7,4.3,1.5
SAL_046,saludable_Corp_46,Barcelona,Finanzas,Pequeña,Adhocracia,saludable,1.8,1.7,4.3,1.5
SAL_047,saludable_Corp_47,Madrid,Tecnología,Grande,Clan,saludable,1.8,1.7,4.3,1.5
SAL_048,saludable_Corp_48,Bilbao,Educación,Mediana,Jerarquica,saludable,1.8,1.7,4.3,1.5
SAL_049,saludable_Corp_49,Bilbao,Tecnología,Mediana,Clan,saludable,1.8,1.7,4.3,1.5
EST_000,estable_Corp_0,Sevilla,Salud,Mediana,Clan,estable,2.5,2.2,3.4,2.3
EST_001,estable_Corp_1,Valencia,Educación,Mediana,Adhocracia,estable,2.5,2.2,3.4,2.3
EST_002,estable_Corp_2,Barcelona,Retail,Mediana,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_003,estable_Corp_3,Valencia,Retail,Mediana,Clan,estable,2.5,2.2,3.4,2.3
EST_004,estable_Corp_4,Valencia,Educación,Grande,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_005,estable_Corp_5,Madrid,Salud,Mediana,Clan,estable,2.5,2.2,3.4,2.3
EST_006,estable_Corp_6,Sevilla,Educación,Mediana,Mercado,estable,2.5,2.2,3.4,2.3
EST_007,estable_Corp_7,Valencia,Finanzas,Pequeña,Clan,estable,2.5,2.2,3.4,2.3
EST_008,estable_Corp_8,Bilbao,Educación,Mediana,Mercado,estable,2.5,2.2,3.4,2.3
EST_009,estable_Corp_9,Madrid,Educación,Grande,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_010,estable_Corp_10,Barcelona,Retail,Micro,Clan,estable,2.5,2.2,3.4,2.3
EST_011,estable_Corp_11,Valencia,Tecnología,Pequeña,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_012,estable_Corp_12,Valencia,Finanzas,Pequeña,Clan,estable,2.5,2.2,3.4,2.3
EST_013,estable_Corp_13,Valencia,Finanzas,Grande,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_014,estable_Corp_14,Sevilla,Tecnología,Micro,Clan,estable,2.5,2.2,3.4,2.3
EST_015,estable_Corp_15,Barcelona,Salud,Mediana,Mercado,estable,2.5,2.2,3.4,2.3
EST_016,estable_Corp_16,Barcelona,Tecnología,Mediana,Clan,estable,2.5,2.2,3.4,2.3
EST_017,estable_Corp_17,Madrid,Finanzas,Mediana,Mercado,estable,2.5,2.2,3.4,2.3
EST_018,estable_Corp_18,Sevilla,Educación,Pequeña,Mercado,estable,2.5,2.2,3.4,2.3
EST_019,estable_Corp_19,Valencia,Finanzas,Grande,Clan,estable,2.5,2.2,3.4,2.3
EST_020,estable_Corp_20,Madrid,Tecnología,Pequeña,Clan,estable,2.5,2.2,3.4,2.3
EST_021,estable_Corp_21,Bilbao,Tecnología,Mediana,Clan,estable,2.5,2.2,3.4,2.3
EST_022,estable_Corp_22,Sevilla,Salud,Micro,Mercado,estable,2.5,2.2,3.4,2.3
EST_023,estable_Corp_23,Barcelona,Tecnología,Mediana,Clan,estable,2.5,2.2,3.4,2.3
EST_024,estable_Corp_24,Bilbao,Retail,Mediana,Clan,estable,2.5,2.2,3.4,2.3
EST_025,estable_Corp_25,Madrid,Salud,Mediana,Clan,estable,2.5,2.2,3.4,2.3
EST_026,estable_Corp_26,Madrid,Finanzas,Micro,Adhocracia,estable,2.5,2.2,3.4,2.3
EST_027,estable_Corp_27,Bilbao,Salud,Pequeña,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_028,estable_Corp_28,Bilbao,Tecnología,Mediana,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_029,estable_Corp_29,Bilbao,Retail,Pequeña,Mercado,estable,2.5,2.2,3.4,2.3
EST_030,estable_Corp_30,Madrid,Salud,Micro,Mercado,estable,2.5,2.2,3.4,2.3
EST_031,estable_Corp_31,Valencia,Educación,Pequeña,Clan,estable,2.5,2.2,3.4,2.3
EST_032,estable_Corp_32,Sevilla,Tecnología,Mediana,Clan,estable,2.5,2.2,3.4,2.3
EST_033,estable_Corp_33,Madrid,Educación,Mediana,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_034,estable_Corp_34,Valencia,Tecnología,Pequeña,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_035,estable_Corp_35,Bilbao,Retail,Pequeña,Clan,estable,2.5,2.2,3.4,2.3
EST_036,estable_Corp_36,Bilbao,Salud,Pequeña,Clan,estable,2.5,2.2,3.4,2.3
EST_037,estable_Corp_37,Sevilla,Retail,Pequeña,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_038,estable_Corp_38,Barcelona,Tecnología,Pequeña,Adhocracia,estable,2.5,2.2,3.4,2.3
EST_039,estable_Corp_39,Sevilla,Salud,Mediana,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_040,estable_Corp_40,Bilbao,Finanzas,Mediana,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_041,estable_Corp_41,Valencia,Finanzas,Grande,Clan,estable,2.5,2.2,3.4,2.3
EST_042,estable_Corp_42,Bilbao,Salud,Micro,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_043,estable_Corp_43,Barcelona,Salud,Mediana,Mercado,estable,2.5,2.2,3.4,2.3
EST_044,estable_Corp_44,Madrid,Retail,Mediana,Adhocracia,estable,2.5,2.2,3.4,2.3
EST_045,estable_Corp_45,Barcelona,Retail,Micro,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_046,estable_Corp_46,Madrid,Finanzas,Mediana,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_047,estable_Corp_47,Barcelona,Educación,Pequeña,Jerarquica,estable,2.5,2.2,3.4,2.3
EST_048,estable_Corp_48,Sevilla,Educación,Grande,Clan,estable,2.5,2.2,3.4,2.3
EST_049,estable_Corp_49,Bilbao,Educación,Mediana,Mercado,estable,2.5,2.2,3.4,2.3
RIE_000,riesgo_burnout_Corp_0,Valencia,Tecnología,Micro,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_001,riesgo_burnout_Corp_1,Valencia,Finanzas,Grande,Jerarquica,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_002,riesgo_burnout_Corp_2,Sevilla,Tecnología,Pequeña,Jerarquica,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_003,riesgo_burnout_Corp_3,Madrid,Tecnología,Mediana,Clan,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_004,riesgo_burnout_Corp_4,Valencia,Tecnología,Micro,Clan,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_005,riesgo_burnout_Corp_5,Sevilla,Tecnología,Micro,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_006,riesgo_burnout_Corp_6,Barcelona,Educación,Mediana,Jerarquica,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_007,riesgo_burnout_Corp_7,Madrid,Retail,Mediana,Adhocracia,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_008,riesgo_burnout_Corp_8,Barcelona,Tecnología,Mediana,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_009,riesgo_burnout_Corp_9,Barcelona,Educación,Pequeña,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_010,riesgo_burnout_Corp_10,Madrid,Finanzas,Pequeña,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_011,riesgo_burnout_Corp_11,Madrid,Educación,Grande,Clan,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_012,riesgo_burnout_Corp_12,Sevilla,Retail,Mediana,Jerarquica,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_013,riesgo_burnout_Corp_13,Bilbao,Finanzas,Pequeña,Adhocracia,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_014,riesgo_burnout_Corp_14,Sevilla,Educación,Grande,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_015,riesgo_burnout_Corp_15,Madrid,Educación,Grande,Jerarquica,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_016,riesgo_burnout_Corp_16,Sevilla,Salud,Mediana,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_017,riesgo_burnout_Corp_17,Barcelona,Retail,Mediana,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_018,riesgo_burnout_Corp_18,Sevilla,Finanzas,Pequeña,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_019,riesgo_burnout_Corp_19,Madrid,Finanzas,Mediana,Jerarquica,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_020,riesgo_burnout_Corp_20,Bilbao,Finanzas,Mediana,Jerarquica,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_021,riesgo_burnout_Corp_21,Sevilla,Educación,Pequeña,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_022,riesgo_burnout_Corp_22,Sevilla,Finanzas,Micro,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_023,riesgo_burnout_Corp_23,Barcelona,Retail,Grande,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_024,riesgo_burnout_Corp_24,Barcelona,Salud,Grande,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_025,riesgo_burnout_Corp_25,Sevilla,Salud,Pequeña,Clan,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_026,riesgo_burnout_Corp_26,Bilbao,Finanzas,Grande,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_027,riesgo_burnout_Corp_27,Valencia,Retail,Grande,Jerarquica,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_028,riesgo_burnout_Corp_28,Madrid,Educación,Mediana,Adhocracia,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_029,riesgo_burnout_Corp_29,Madrid,Retail,Mediana,Jerarquica,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_030,riesgo_burnout_Corp_30,Barcelona,Retail,Mediana,Jerarquica,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_031,riesgo_burnout_Corp_31,Valencia,Finanzas,Grande,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_032,riesgo_burnout_Corp_32,Valencia,Salud,Mediana,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_033,riesgo_burnout_Corp_33,Bilbao,Educación,Mediana,Jerarquica,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_034,riesgo_burnout_Corp_34,Madrid,Educación,Mediana,Clan,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_035,riesgo_burnout_Corp_35,Sevilla,Educación,Grande,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_036,riesgo_burnout_Corp_36,Barcelona,Tecnología,Grande,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_037,riesgo_burnout_Corp_37,Madrid,Retail,Pequeña,Adhocracia,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_038,riesgo_burnout_Corp_38,Madrid,Retail,Grande,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_039,riesgo_burnout_Corp_39,Barcelona,Finanzas,Mediana,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_040,riesgo_burnout_Corp_40,Bilbao,Educación,Micro,Adhocracia,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_041,riesgo_burnout_Corp_41,Valencia,Salud,Mediana,Adhocracia,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_042,riesgo_burnout_Corp_42,Madrid,Educación,Pequeña,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_043,riesgo_burnout_Corp_43,Madrid,Finanzas,Mediana,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_044,riesgo_burnout_Corp_44,Valencia,Tecnología,Pequeña,Clan,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_045,riesgo_burnout_Corp_45,Bilbao,Salud,Pequeña,Mercado,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_046,riesgo_burnout_Corp_46,Bilbao,Educación,Micro,Adhocracia,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_047,riesgo_burnout_Corp_47,Sevilla,Educación,Pequeña,Jerarquica,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_048,riesgo_burnout_Corp_48,Barcelona,Finanzas,Micro,Adhocracia,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_049,riesgo_burnout_Corp_49,Bilbao,Educación,Pequeña,Jerarquica,riesgo_burnout,4.2,1.7,2.3,4.0
RIE_000,riesgo_boreout_Corp_0,Madrid,Salud,Pequeña,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_001,riesgo_boreout_Corp_1,Sevilla,Educación,Pequeña,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_002,riesgo_boreout_Corp_2,Bilbao,Retail,Grande,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_003,riesgo_boreout_Corp_3,Valencia,Salud,Pequeña,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_004,riesgo_boreout_Corp_4,Bilbao,Educación,Pequeña,Clan,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_005,riesgo_boreout_Corp_5,Valencia,Retail,Pequeña,Clan,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_006,riesgo_boreout_Corp_6,Sevilla,Educación,Mediana,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_007,riesgo_boreout_Corp_7,Valencia,Finanzas,Micro,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_008,riesgo_boreout_Corp_8,Madrid,Tecnología,Micro,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_009,riesgo_boreout_Corp_9,Valencia,Salud,Mediana,Clan,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_010,riesgo_boreout_Corp_10,Bilbao,Finanzas,Mediana,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_011,riesgo_boreout_Corp_11,Madrid,Tecnología,Mediana,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_012,riesgo_boreout_Corp_12,Madrid,Salud,Mediana,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_013,riesgo_boreout_Corp_13,Bilbao,Retail,Pequeña,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_014,riesgo_boreout_Corp_14,Valencia,Salud,Micro,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_015,riesgo_boreout_Corp_15,Bilbao,Retail,Mediana,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_016,riesgo_boreout_Corp_16,Bilbao,Educación,Mediana,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_017,riesgo_boreout_Corp_17,Bilbao,Educación,Micro,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_018,riesgo_boreout_Corp_18,Madrid,Tecnología,Pequeña,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_019,riesgo_boreout_Corp_19,Madrid,Retail,Mediana,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_020,riesgo_boreout_Corp_20,Sevilla,Retail,Pequeña,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_021,riesgo_boreout_Corp_21,Madrid,Salud,Mediana,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_022,riesgo_boreout_Corp_22,Bilbao,Educación,Micro,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_023,riesgo_boreout_Corp_23,Valencia,Educación,Mediana,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_024,riesgo_boreout_Corp_24,Valencia,Retail,Mediana,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_025,riesgo_boreout_Corp_25,Sevilla,Finanzas,Mediana,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_026,riesgo_boreout_Corp_26,Madrid,Educación,Pequeña,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_027,riesgo_boreout_Corp_27,Madrid,Educación,Pequeña,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_028,riesgo_boreout_Corp_28,Sevilla,Finanzas,Micro,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_029,riesgo_boreout_Corp_29,Barcelona,Finanzas,Micro,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_030,riesgo_boreout_Corp_30,Sevilla,Finanzas,Mediana,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_031,riesgo_boreout_Corp_31,Barcelona,Retail,Pequeña,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_032,riesgo_boreout_Corp_32,Madrid,Finanzas,Grande,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_033,riesgo_boreout_Corp_33,Madrid,Retail,Mediana,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_034,riesgo_boreout_Corp_34,Sevilla,Finanzas,Pequeña,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_035,riesgo_boreout_Corp_35,Valencia,Retail,Mediana,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_036,riesgo_boreout_Corp_36,Madrid,Finanzas,Grande,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_037,riesgo_boreout_Corp_37,Barcelona,Retail,Pequeña,Clan,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_038,riesgo_boreout_Corp_38,Madrid,Tecnología,Grande,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_039,riesgo_boreout_Corp_39,Madrid,Salud,Pequeña,Mercado,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_040,riesgo_boreout_Corp_40,Madrid,Educación,Grande,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_041,riesgo_boreout_Corp_41,Sevilla,Retail,Pequeña,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_042,riesgo_boreout_Corp_42,Madrid,Retail,Pequeña,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_043,riesgo_boreout_Corp_43,Bilbao,Salud,Mediana,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_044,riesgo_boreout_Corp_44,Madrid,Finanzas,Grande,Adhocracia,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_045,riesgo_boreout_Corp_45,Bilbao,Finanzas,Micro,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_046,riesgo_boreout_Corp_46,Bilbao,Educación,Micro,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_047,riesgo_boreout_Corp_47,Barcelona,Finanzas,Micro,Jerarquica,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_048,riesgo_boreout_Corp_48,Madrid,Finanzas,Micro,Clan,riesgo_boreout,1.5,4.3,2.3,3.8
RIE_049,riesgo_boreout_Corp_49,Sevilla,Educación,Pequeña,Clan,riesgo_boreout,1.5,4.3,2.3,3.8
CRI_000,critico_Corp_0,Madrid,Retail,Pequeña,Jerarquica,critico,4.5,4.3,1.8,4.7
CRI_001,critico_Corp_1,Madrid,Retail,Grande,Adhocracia,critico,4.5,4.3,1.8,4.7
CRI_002,critico_Corp_2,Valencia,Educación,Mediana,Jerarquica,critico,4.5,4.3,1.8,4.7
CRI_003,critico_Corp_3,Madrid,Salud,Pequeña,Clan,critico,4.5,4.3,1.8,4.7
CRI_004,critico_Corp_4,Valencia,Salud,Grande,Jerarquica,critico,4.5,4.3,1.8,4.7
CRI_005,critico_Corp_5,Madrid,Tecnología,Grande,Jerarquica,critico,4.5,4.3,1.8,4.7
CRI_006,critico_Corp_6,Barcelona,Educación,Pequeña,Mercado,critico,4.5,4.3,1.8,4.7
CRI_007,critico_Corp_7,Bilbao,Educación,Mediana,Mercado,critico,4.5,4.3,1.8,4.7
CRI_008,critico_Corp_8,Bilbao,Finanzas,Mediana,Jerarquica,critico,4.5,4.3,1.8,4.7
CRI_009,critico_Corp_9,Bilbao,Salud,Pequeña,Mercado,critico,4.5,4.3,1.8,4.7
CRI_010,critico_Corp_10,Valencia,Tecnología,Grande,Mercado,critico,4.5,4.3,1.8,4.7
CRI_011,critico_Corp_11,Barcelona,Finanzas,Micro,Mercado,critico,4.5,4.3,1.8,4.7
CRI_012,critico_Corp_12,Valencia,Tecnología,Mediana,Jerarquica,critico,4.5,4.3,1.8,4.7
CRI_013,critico_Corp_13,Sevilla,Retail,Mediana,Mercado,critico,4.5,4.3,1.8,4.7
CRI_014,critico_Corp_14,Madrid,Tecnología,Micro,Mercado,critico,4.5,4.3,1.8,4.7
CRI_015,critico_Corp_15,Barcelona,Tecnología,Pequeña,Mercado,critico,4.5,4.3,1.8,4.7
CRI_016,critico_Corp_16,Bilbao,Finanzas,Pequeña,Mercado,critico,4.5,4.3,1.8,4.7
CRI_017,critico_Corp_17,Barcelona,Salud,Pequeña,Mercado,critico,4.5,4.3,1.8,4.7
CRI_018,critico_Corp_18,Barcelona,Retail,Grande,Mercado,critico,4.5,4.3,1.8,4.7
CRI_019,critico_Corp_19,Madrid,Salud,Mediana,Mercado,critico,4.5,4.3,1.8,4.7
CRI_020,critico_Corp_20,Barcelona,Finanzas,Mediana,Mercado,critico,4.5,4.3,1.8,4.7
CRI_021,critico_Corp_21,Sevilla,Salud,Pequeña,Mercado,critico,4.5,4.3,1.8,4.7
CRI_022,critico_Corp_22,Bilbao,Salud,Pequeña,Mercado,critico,4.5,4.3,1.8,4.7
CRI_023,critico_Corp_23,Madrid,Finanzas,Mediana,Mercado,critico,4.5,4.3,1.8,4.7
CRI_024,critico_Corp_24,Bilbao,Salud,Mediana,Mercado,critico,4.5,4.3,1.8,4.7
CRI_025,critico_Corp_25,Barcelona,Tecnología,Mediana,Mercado,critico,4.5,4.3,1.8,4.7
CRI_026,critico_Corp_26,Sevilla,Tecnología,Grande,Jerarquica,critico,4.5,4.3,1.8,4.7
CRI_027,critico_Corp_27,Valencia,Retail,Grande,Adhocracia,critico,4.5,4.3,1.8,4.7
CRI_028,critico_Corp_28,Sevilla,Retail,Grande,Mercado,critico,4.5,4.3,1.8,4.7
CRI_029,critico_Corp_29,Barcelona,Tecnología,Pequeña,Mercado,critico,4.5,4.3,1.8,4.7
