encuesta_id,empleado_id,burnout_exhaustion,burnout_cynicism,burnout_efficacy,burnout_global,boreout_disinterest,boreout_lack_challenge,boreout_underload,boreout_global,wellbeing_satisfaction,wellbeing_efficacy,wellbeing_global,rotation_global
ENC_00018,EMP_02078,2.3533333333333335,1.9766666666666666,1.6566666666666665,1.9955555555555553,1.6633333333333333,1.79,1.9233333333333331,1.7922222222222222,4.5675,3.53,4.122857142857143,1.0
ENC_00019,EMP_00930,2.953333333333333,1.906666666666667,2.0500000000000003,2.3033333333333332,1.4533333333333334,1.876666666666667,2.1833333333333336,1.8377777777777777,3.5675,3.5433333333333334,3.5571428571428574,1.4100000000000001
ENC_00020,EMP_00809,1.9733333333333334,2.2533333333333334,1.9266666666666665,2.051111111111111,2.013333333333333,1.9999999999999998,2.533333333333333,2.1822222222222227,2.8375,3.15,2.9714285714285715,2.2566666666666664
ENC_00021,EMP_02365,4.516666666666667,1.8499999999999999,3.316666666666667,3.227777777777778,1.6433333333333333,2.173333333333334,1.7100000000000002,1.8422222222222224,2.245,2.5966666666666667,2.3957142857142864,3.0366666666666666
ENC_00022,EMP_00828,1.5433333333333332,2.58,2.2366666666666664,2.12,2.91,1.8533333333333335,3.0866666666666673,2.6166666666666667,2.625,2.706666666666667,2.66,2.36
ENC_00023,EMP_01152,2.7266666666666666,1.5,1.6933333333333334,1.9733333333333332,1.8033333333333335,1.5,1.92,1.7411111111111113,3.73,3.5066666666666664,3.6342857142857143,1.3266666666666669
ENC_00024,EMP_00994,3.3699999999999997,1.78,2.0633333333333335,2.4044444444444446,1.4933333333333334,1.2566666666666666,1.82,1.5233333333333334,3.7199999999999998,3.61,3.672857142857143,1.4766666666666666
ENC_00025,EMP_01963,2.1266666666666665,2.6666666666666665,2.32,2.371111111111111,2.4933333333333336,2.8800000000000003,2.6433333333333335,2.6722222222222225,3.0275,2.63,2.857142857142857,2.1033333333333335
ENC_00026,EMP_00469,3.986666666666667,1.1833333333333333,2.143333333333333,2.437777777777778,1.0,1.0733333333333333,1.01,1.0277777777777777,4.815,4.140000000000001,4.525714285714286,1.0
ENC_00027,EMP_02445,4.3933333333333335,2.4933333333333336,2.8733333333333335,3.253333333333333,1.5733333333333335,1.96,1.71,1.7477777777777779,2.72,2.6933333333333334,2.7085714285714286,2.1999999999999997
ENC_00028,EMP_01623,1.7966666666666669,2.55,2.0433333333333334,2.1300000000000003,2.9033333333333338,2.4299999999999997,3.296666666666667,2.876666666666667,2.42,2.4766666666666666,2.4442857142857144,2.7133333333333334
ENC_00029,EMP_02165,4.293333333333333,2.2333333333333334,3.716666666666667,3.4144444444444444,1.5366666666666664,2.94,1.5033333333333332,1.9933333333333332,2.3875,2.4933333333333336,2.432857142857143,2.39
ENC_00030,EMP_00128,4.153333333333333,2.4766666666666666,3.1199999999999997,3.25,1.5733333333333335,3.0566666666666666,1.6433333333333333,2.091111111111111,2.1975000000000002,2.1666666666666665,2.1842857142857146,2.823333333333333
ENC_00031,EMP_01417,2.9,1.6333333333333335,2.0366666666666666,2.19,1.6866666666666665,1.26,2.08,1.6755555555555555,3.6075,3.223333333333333,3.4428571428571426,1.4133333333333333
ENC_00032,EMP_01950,2.94,1.2333333333333334,1.5166666666666666,1.8966666666666667,1.8699999999999999,1.1733333333333333,2.0566666666666666,1.7000000000000002,3.7125,3.9000000000000004,3.792857142857143,1.2
ENC_00033,EMP_01548,1.2933333333333332,1.16,1.61,1.3544444444444443,3.3966666666666665,1.74,2.8333333333333335,2.6566666666666667,2.6725000000000003,3.6300000000000003,3.082857142857143,2.5833333333333335
ENC_00034,EMP_01616,3.3033333333333332,2.856666666666667,2.5766666666666667,2.9122222222222223,1.7933333333333332,2.81,1.8433333333333335,2.148888888888889,2.4375,2.236666666666667,2.3514285714285714,2.8533333333333335
ENC_00035,EMP_01358,3.563333333333334,1.6466666666666665,2.216666666666667,2.4755555555555557,1.3299999999999998,2.1599999999999997,1.21,1.5666666666666669,3.885,3.3200000000000003,3.642857142857143,1.5366666666666668
ENC_00036,EMP_01259,3.2900000000000005,1.1366666666666667,1.7666666666666666,2.0644444444444447,1.6900000000000002,1.3166666666666667,1.5899999999999999,1.5322222222222222,4.6450000000000005,4.5566666666666675,4.607142857142857,1.0
ENC_00037,EMP_00629,2.0066666666666664,2.5933333333333333,2.716666666666667,2.4388888888888887,2.72,2.5066666666666664,2.9466666666666668,2.7244444444444444,1.9125,2.393333333333333,2.1185714285714288,3.013333333333333
ENC_00038,EMP_00051,4.963333333333334,2.1566666666666663,3.4333333333333336,3.517777777777778,1.656666666666667,1.8333333333333333,1.4833333333333334,1.657777777777778,2.2625,2.7600000000000002,2.475714285714286,2.6599999999999997
ENC_00039,EMP_01102,4.233333333333333,1.0,2.1133333333333333,2.448888888888889,1.0599999999999998,1.0,1.0,1.02,3.885,4.133333333333334,3.991428571428571,1.4733333333333334
ENC_00040,EMP_01628,4.276666666666666,2.42,3.1233333333333335,3.273333333333333,1.7233333333333334,2.0833333333333335,1.62,1.808888888888889,1.74,2.57,2.0957142857142856,3.2933333333333334
ENC_00041,EMP_00380,3.9299999999999997,1.0,2.0033333333333334,2.311111111111111,1.1733333333333333,1.0,1.0,1.0577777777777777,4.605,4.456666666666667,4.541428571428572,1.0
ENC_00042,EMP_00685,4.513333333333333,1.0,2.223333333333333,2.578888888888889,1.0,1.0,1.0,1.0,4.8475,4.456666666666666,4.68,1.0
ENC_00043,EMP_02152,2.35,1.1666666666666667,2.0066666666666664,1.8411111111111111,2.1466666666666665,1.2866666666666666,2.48,1.971111111111111,3.6375,3.9233333333333333,3.7600000000000002,1.0333333333333334
ENC_00044,EMP_02319,4.56,1.4766666666666666,2.7866666666666666,2.941111111111111,1.5433333333333332,1.9000000000000001,1.4100000000000001,1.6177777777777775,2.6125000000000003,2.73,2.662857142857143,2.7399999999999998
ENC_00045,EMP_02122,4.963333333333334,2.0,3.216666666666667,3.3933333333333335,1.4400000000000002,1.9933333333333334,1.3933333333333333,1.608888888888889,2.35,3.06,2.654285714285714,2.813333333333333
ENC_00046,EMP_01519,3.676666666666667,1.2166666666666666,1.9500000000000002,2.281111111111111,1.3399999999999999,1.4000000000000001,1.5533333333333335,1.4311111111111112,4.5,4.283333333333333,4.4071428571428575,1.0
ENC_00047,EMP_00199,2.8466666666666662,1.3733333333333333,1.68,1.9666666666666666,1.9400000000000002,1.4633333333333336,2.21,1.8711111111111112,3.91,3.7733333333333334,3.8514285714285714,1.1433333333333333
ENC_00048,EMP_01302,2.56,2.236666666666667,2.493333333333333,2.43,2.4766666666666666,2.506666666666667,2.35,2.444444444444444,2.315,2.473333333333333,2.382857142857143,2.7466666666666666
ENC_00049,EMP_01501,1.7533333333333336,1.9466666666666665,1.8033333333333335,1.8344444444444443,2.396666666666667,2.236666666666667,2.8433333333333333,2.4922222222222223,3.0450000000000004,2.676666666666667,2.8871428571428575,2.28
ENC_00050,EMP_01293,2.396666666666667,1.4466666666666665,1.7233333333333334,1.8555555555555554,1.7733333333333334,1.2633333333333334,1.6466666666666665,1.5611111111111111,3.6799999999999997,3.643333333333333,3.664285714285714,1.1433333333333333
ENC_00051,EMP_02388,4.29,2.6199999999999997,3.47,3.46,1.7733333333333334,2.33,1.6166666666666665,1.9066666666666672,1.68,2.6533333333333333,2.097142857142857,3.2099999999999995
ENC_00052,EMP_01738,4.37,2.393333333333333,3.383333333333333,3.382222222222222,1.4433333333333334,2.18,1.4933333333333334,1.7055555555555557,2.9575,2.4499999999999997,2.7399999999999998,1.8966666666666665
ENC_00053,EMP_00812,2.953333333333333,1.72,1.5666666666666667,2.08,1.6033333333333333,1.4733333333333334,1.8699999999999999,1.6488888888888888,3.7375,3.4666666666666663,3.6214285714285714,1.4466666666666665
ENC_00054,EMP_02404,4.666666666666667,2.46,3.296666666666667,3.474444444444445,1.5033333333333332,2.6466666666666665,1.4533333333333331,1.8677777777777775,2.185,2.4966666666666666,2.3185714285714285,2.956666666666667
ENC_00055,EMP_01369,3.516666666666667,2.5966666666666667,3.073333333333333,3.0622222222222217,2.3233333333333333,2.7099999999999995,1.6733333333333331,2.2355555555555555,1.85,2.143333333333333,1.9757142857142858,3.23
ENC_00056,EMP_01183,4.493333333333333,1.0,2.0966666666666667,2.5299999999999994,1.0,1.0,1.0466666666666666,1.0155555555555555,4.3774999999999995,4.226666666666667,4.312857142857142,1.0
ENC_00057,EMP_02279,4.566666666666666,1.0066666666666666,2.066666666666667,2.5466666666666664,1.0,1.0866666666666667,1.0466666666666666,1.0444444444444445,4.995,3.9,4.525714285714286,1.0
ENC_00058,EMP_01234,2.72,1.4033333333333333,2.17,2.0977777777777775,1.7766666666666666,1.0066666666666666,2.123333333333333,1.6355555555555557,3.8099999999999996,3.8799999999999994,3.8400000000000003,1.5166666666666668
ENC_00059,EMP_01685,4.42,1.0933333333333333,2.4466666666666668,2.6533333333333333,1.0,1.0133333333333334,1.0599999999999998,1.0244444444444443,4.47,4.36,4.422857142857143,1.0
ENC_00060,EMP_01923,4.55,2.6,2.5500000000000003,3.233333333333333,1.2566666666666666,2.4166666666666665,1.3166666666666667,1.663333333333333,3.0925000000000002,3.096666666666667,3.0942857142857143,1.8466666666666667
ENC_00061,EMP_02417,4.436666666666667,1.16,2.1733333333333333,2.5900000000000003,1.0,1.0,1.0,1.0,4.15,4.283333333333333,4.207142857142857,1.04
ENC_00062,EMP_01361,4.463333333333334,2.1166666666666667,3.0966666666666662,3.2255555555555557,1.6366666666666667,2.006666666666667,1.3366666666666667,1.6600000000000001,2.395,2.9433333333333334,2.63,2.8066666666666666
ENC_00063,EMP_01916,4.153333333333333,1.8966666666666665,2.8366666666666673,2.9622222222222225,2.0233333333333334,2.066666666666667,1.61,1.8999999999999997,2.3525,2.533333333333333,2.4299999999999997,2.4266666666666663
ENC_00064,EMP_00985,4.78,2.016666666666667,3.233333333333333,3.343333333333333,1.6600000000000001,2.506666666666667,1.4666666666666668,1.877777777777778,2.0725,2.45,2.234285714285714,3.2066666666666666
ENC_00065,EMP_01811,2.5366666666666666,1.8,1.5466666666666666,1.961111111111111,2.0100000000000002,1.54,2.3666666666666667,1.9722222222222223,3.8200000000000003,3.6966666666666668,3.7671428571428573,1.01
ENC_00066,EMP_01425,4.613333333333333,1.0433333333333332,2.2133333333333334,2.623333333333333,1.0,1.14,1.0466666666666666,1.0622222222222222,5.0,4.223333333333334,4.667142857142857,1.0
ENC_00067,EMP_00825,2.9966666666666666,1.3333333333333333,2.09,2.14,1.97,1.49,1.86,1.7733333333333334,3.725,3.6400000000000006,3.6885714285714286,1.23
ENC_00068,EMP_01483,4.3500000000000005,1.8699999999999999,3.3266666666666667,3.1822222222222223,1.61,2.3333333333333335,1.3800000000000001,1.7744444444444445,1.955,2.4266666666666663,2.157142857142857,3.0866666666666664
ENC_00069,EMP_00310,4.193333333333333,2.9266666666666663,3.0999999999999996,3.4066666666666667,1.9799999999999998,2.653333333333333,1.5333333333333332,2.0555555555555554,1.8125000000000002,1.9933333333333334,1.8900000000000001,3.483333333333333
ENC_00070,EMP_02460,3.28,1.486666666666667,1.9366666666666665,2.2344444444444442,1.5,2.03,1.8666666666666665,1.798888888888889,3.7075000000000005,3.01,3.4085714285714284,1.1933333333333334
ENC_00071,EMP_00965,4.343333333333333,2.94,3.513333333333333,3.598888888888889,1.6966666666666665,2.793333333333333,1.5233333333333334,2.0044444444444443,2.3925,2.41,2.4,2.3633333333333333
ENC_00072,EMP_02079,4.443333333333334,2.5933333333333333,2.7899999999999996,3.275555555555555,1.3966666666666665,2.8433333333333333,1.7100000000000002,1.9833333333333334,2.6325000000000003,2.796666666666667,2.7028571428571433,2.08
ENC_00073,EMP_02240,3.1,1.3133333333333335,1.8266666666666669,2.08,1.7566666666666666,1.0,2.0433333333333334,1.5999999999999999,3.0700000000000003,4.053333333333334,3.491428571428571,1.9833333333333332
ENC_00074,EMP_01157,1.8533333333333335,2.7566666666666664,2.14,2.25,3.3866666666666667,2.966666666666667,3.2099999999999995,3.1877777777777774,2.625,2.17,2.43,2.2433333333333336
ENC_00075,EMP_00089,4.963333333333334,1.6833333333333336,2.966666666666667,3.204444444444444,1.61,2.126666666666667,1.5099999999999998,1.748888888888889,2.2649999999999997,2.5566666666666666,2.3899999999999997,2.78
ENC_00076,EMP_01497,4.943333333333333,2.01,3.0999999999999996,3.3511111111111114,1.7833333333333332,2.4499999999999997,1.4799999999999998,1.9044444444444446,1.7225,2.0533333333333332,1.864285714285714,3.1766666666666663
ENC_00077,EMP_00435,4.54,1.0,1.9666666666666668,2.5022222222222217,1.0,1.2333333333333332,1.0,1.0777777777777777,4.26,4.136666666666667,4.207142857142857,1.0066666666666666
ENC_00078,EMP_02232,3.1833333333333336,1.54,2.06,2.261111111111111,1.6600000000000001,1.33,2.026666666666667,1.672222222222222,3.7025,3.5400000000000005,3.632857142857143,1.2833333333333334
ENC_00079,EMP_01984,2.8866666666666667,1.8499999999999999,2.0633333333333335,2.266666666666667,2.096666666666667,1.92,2.1133333333333333,2.0433333333333334,3.7049999999999996,3.2899999999999996,3.5271428571428567,1.4400000000000002
ENC_00080,EMP_01503,1.5233333333333334,2.403333333333333,2.146666666666667,2.0244444444444443,2.9333333333333336,2.32,2.966666666666667,2.74,3.12,2.7933333333333334,2.98,1.656666666666667
ENC_00081,EMP_00437,4.576666666666667,2.28,3.1233333333333335,3.3266666666666667,1.3233333333333333,2.4666666666666663,1.5033333333333332,1.7644444444444445,2.74,2.983333333333333,2.8442857142857143,2.08
ENC_00082,EMP_01803,4.426666666666667,1.2133333333333332,1.9900000000000002,2.5433333333333334,1.1433333333333333,1.09,1.0766666666666667,1.1033333333333333,4.8025,4.376666666666666,4.619999999999999,1.0
ENC_00083,EMP_01759,2.58,1.29,1.4466666666666665,1.7722222222222224,1.72,1.1266666666666667,1.7266666666666666,1.5244444444444447,4.4350000000000005,3.5533333333333332,4.057142857142858,1.0
ENC_00084,EMP_01990,2.6366666666666667,1.22,1.5166666666666666,1.7911111111111113,2.1866666666666665,1.64,2.1133333333333333,1.9799999999999995,3.1,3.893333333333333,3.44,1.6199999999999999
ENC_00085,EMP_02012,2.42,1.92,2.563333333333333,2.301111111111111,2.6733333333333333,1.6233333333333333,2.14,2.145555555555555,2.625,2.776666666666667,2.6900000000000004,2.453333333333333
ENC_00086,EMP_00497,2.5,1.9566666666666668,2.19,2.2155555555555555,2.466666666666667,1.8333333333333333,2.3066666666666666,2.2022222222222227,3.0549999999999997,3.373333333333333,3.1914285714285713,1.9800000000000002
ENC_00087,EMP_00413,4.743333333333333,1.87,3.06,3.2244444444444444,1.6866666666666668,1.6900000000000002,1.3566666666666667,1.577777777777778,1.705,2.966666666666667,2.2457142857142856,2.626666666666667
ENC_00088,EMP_00183,4.48,1.0,1.96,2.48,1.01,1.0,1.0,1.0033333333333334,4.9350000000000005,4.873333333333334,4.908571428571428,1.0
ENC_00089,EMP_02153,2.65,1.1766666666666667,1.74,1.8555555555555558,2.0,1.3166666666666667,2.026666666666667,1.7811111111111113,3.7925,3.78,3.787142857142857,1.4100000000000001
ENC_00090,EMP_00835,2.2433333333333336,1.5166666666666666,1.6866666666666668,1.815555555555556,1.64,1.6833333333333333,1.9799999999999998,1.767777777777778,3.7925,3.19,3.5342857142857147,1.2133333333333332
ENC_00091,EMP_01506,4.163333333333333,1.2633333333333334,1.8833333333333335,2.4366666666666665,1.0733333333333333,1.0,1.1033333333333333,1.058888888888889,4.592499999999999,4.1866666666666665,4.418571428571428,1.0
ENC_00092,EMP_01705,2.5966666666666662,1.08,1.6533333333333333,1.7766666666666666,1.9033333333333335,1.1166666666666667,1.7033333333333334,1.5744444444444445,3.23,3.7100000000000004,3.4357142857142855,1.7833333333333332
ENC_00093,EMP_02333,2.3633333333333333,1.2666666666666666,1.7666666666666666,1.798888888888889,1.8833333333333335,1.0,1.876666666666667,1.586666666666667,4.2125,4.296666666666667,4.248571428571428,1.0
ENC_00094,EMP_01299,3.606666666666667,1.0,2.0633333333333335,2.2233333333333336,1.1400000000000001,1.0,1.02,1.0533333333333335,4.0375,4.203333333333333,4.1085714285714285,1.0999999999999999
ENC_00095,EMP_00920,4.11,2.8166666666666664,3.3699999999999997,3.4322222222222223,1.7533333333333332,2.89,1.7566666666666666,2.1333333333333333,2.2525,2.546666666666667,2.378571428571429,2.7266666666666666
ENC_00096,EMP_02371,2.796666666666667,1.2033333333333334,2.0366666666666666,2.0122222222222224,1.4433333333333334,1.2466666666666668,1.9900000000000002,1.56,3.5525,3.606666666666667,3.5757142857142865,1.3733333333333333
ENC_00097,EMP_00465,3.8033333333333332,1.0,1.8566666666666667,2.22,1.3133333333333335,1.2533333333333332,1.1933333333333334,1.2533333333333332,4.717499999999999,4.596666666666667,4.6657142857142855,1.0
ENC_00098,EMP_02273,2.77,2.78,2.223333333333333,2.5911111111111107,2.6166666666666667,2.84,2.5766666666666667,2.6777777777777776,2.74,2.06,2.448571428571429,2.57
ENC_00099,EMP_00871,4.3999999999999995,2.0933333333333333,3.366666666666667,3.286666666666667,1.79,2.31,1.3699999999999999,1.8233333333333333,1.7525,2.7899999999999996,2.197142857142857,3.2866666666666666
ENC_00100,EMP_00521,3.186666666666666,1.8366666666666667,1.8566666666666667,2.2933333333333334,1.3966666666666667,2.02,1.39,1.6022222222222222,3.8375,3.526666666666667,3.7042857142857137,1.14
ENC_00101,EMP_01375,4.423333333333333,2.956666666666667,3.3533333333333335,3.577777777777778,1.5033333333333332,2.893333333333333,1.7766666666666666,2.057777777777778,2.5900000000000003,1.9833333333333334,2.3299999999999996,2.1666666666666665
ENC_00102,EMP_00896,4.8533333333333335,1.1566666666666665,2.1933333333333334,2.7344444444444442,1.0,1.1333333333333333,1.12,1.0844444444444443,4.555,4.4366666666666665,4.504285714285714,1.0
ENC_00103,EMP_02311,4.233333333333333,2.936666666666667,3.35,3.5066666666666664,1.72,2.6133333333333333,1.6133333333333333,1.982222222222222,2.4325,2.2933333333333334,2.3728571428571428,2.9633333333333334
ENC_00104,EMP_01627,3.313333333333333,1.5633333333333332,1.9800000000000002,2.285555555555556,1.2166666666666666,1.1133333333333333,1.6833333333333333,1.3377777777777777,4.21,3.97,4.107142857142857,1.0
ENC_00105,EMP_01346,2.6566666666666667,1.09,1.7233333333333334,1.8233333333333333,2.11,1.4733333333333334,2.1133333333333333,1.8988888888888888,3.6999999999999997,3.986666666666667,3.8228571428571425,1.0033333333333332
ENC_00106,EMP_00045,4.693333333333334,3.0533333333333332,3.23,3.658888888888889,1.7700000000000002,3.033333333333333,1.7933333333333332,2.198888888888889,2.645,2.163333333333333,2.4385714285714286,2.22
ENC_00107,EMP_01233,1.906666666666667,2.3866666666666663,2.5500000000000003,2.2811111111111106,3.3666666666666667,2.5933333333333333,3.0233333333333334,2.994444444444444,2.0425,2.346666666666667,2.1728571428571426,2.7866666666666666
ENC_00108,EMP_00906,2.8333333333333335,1.0599999999999998,1.3866666666666667,1.76,1.75,1.2233333333333334,2.1466666666666665,1.7066666666666666,3.9825,3.6633333333333327,3.8457142857142856,1.0166666666666666
ENC_00109,EMP_00166,2.9899999999999998,1.8966666666666667,1.5733333333333333,2.1533333333333333,1.8133333333333332,1.6666666666666667,2.126666666666667,1.8688888888888888,3.9525,3.143333333333333,3.6057142857142854,1.14
ENC_00110,EMP_00231,4.22,2.06,2.6566666666666667,2.9788888888888896,1.5133333333333334,1.8166666666666664,1.5533333333333335,1.6277777777777775,2.4225,2.9633333333333334,2.654285714285714,2.2566666666666664
ENC_00111,EMP_01341,3.7099999999999995,1.0,2.21,2.3066666666666666,1.0,1.0,1.0,1.0,4.355,4.536666666666666,4.432857142857143,1.07
ENC_00112,EMP_00373,4.476666666666667,2.403333333333333,2.8966666666666665,3.258888888888889,1.78,1.89,1.3800000000000001,1.6833333333333333,1.7224999999999997,2.5666666666666664,2.084285714285714,2.98
ENC_00113,EMP_02082,3.99,2.563333333333333,3.0766666666666667,3.21,1.7966666666666666,2.486666666666667,1.8066666666666666,2.03,2.0,2.3966666666666665,2.17,3.186666666666667
ENC_00114,EMP_00288,4.783333333333333,3.25,3.42,3.8177777777777777,1.55,3.0366666666666666,1.8733333333333333,2.1533333333333333,2.65,2.256666666666667,2.4814285714285718,2.5833333333333335
ENC_00115,EMP_01976,1.82,1.9799999999999998,2.52,2.106666666666667,3.013333333333333,1.8399999999999999,3.1833333333333336,2.678888888888889,1.9774999999999998,2.793333333333333,2.327142857142857,2.7433333333333327
ENC_00116,EMP_01471,3.16,1.6966666666666665,1.7466666666666668,2.201111111111111,1.3666666666666665,1.5733333333333333,1.3933333333333333,1.4444444444444442,3.6350000000000002,3.766666666666667,3.6914285714285713,1.2666666666666666
ENC_00117,EMP_00553,4.153333333333333,1.18,2.4266666666666663,2.5866666666666664,1.0,1.0466666666666666,1.1133333333333333,1.0533333333333335,4.5875,3.6233333333333335,4.174285714285714,1.0
ENC_00118,EMP_02220,2.236666666666667,2.4233333333333333,2.236666666666667,2.2988888888888885,2.846666666666667,2.7433333333333336,2.5900000000000003,2.7266666666666666,2.705,2.563333333333333,2.644285714285714,2.1566666666666667
ENC_00119,EMP_01357,2.4633333333333334,1.25,1.36,1.6911111111111112,2.3366666666666664,1.1466666666666667,1.8633333333333333,1.7822222222222222,3.9574999999999996,4.016666666666667,3.9828571428571427,1.04
ENC_00120,EMP_02299,2.5900000000000003,1.7366666666666666,1.71,2.0122222222222224,1.9666666666666666,1.97,2.1466666666666665,2.0277777777777777,3.6725000000000003,3.4133333333333336,3.5614285714285714,1.5200000000000002
ENC_00121,EMP_00613,3.986666666666667,1.0,2.033333333333333,2.3400000000000003,1.0,1.2766666666666666,1.0733333333333333,1.1166666666666667,4.1875,3.9133333333333336,4.07,1.0
ENC_00122,EMP_01632,3.5,1.3533333333333333,1.7733333333333334,2.2088888888888887,1.9133333333333333,1.21,1.6766666666666667,1.6,3.7325,3.5833333333333335,3.6685714285714286,1.5766666666666669
ENC_00123,EMP_01460,3.75,1.9000000000000001,2.22,2.623333333333333,1.3833333333333335,1.8666666666666665,1.8399999999999999,1.6966666666666668,3.6225,2.8366666666666664,3.2857142857142856,1.3833333333333335
ENC_00124,EMP_01925,4.4366666666666665,2.566666666666667,3.1533333333333338,3.3855555555555554,1.5833333333333333,2.513333333333333,1.4133333333333333,1.836666666666667,2.6275000000000004,2.143333333333333,2.4200000000000004,2.52
ENC_00125,EMP_01237,4.010000000000001,2.473333333333333,3.4,3.2944444444444447,1.1833333333333333,2.313333333333333,1.6533333333333333,1.7166666666666666,2.9625,2.3866666666666667,2.7157142857142857,2.3000000000000003
ENC_00126,EMP_00437,4.946666666666666,2.22,3.1466666666666665,3.437777777777778,1.68,1.9799999999999998,1.1833333333333333,1.6144444444444443,2.1825,2.4133333333333336,2.2814285714285716,2.933333333333333
ENC_00127,EMP_00645,2.5100000000000002,2.3666666666666667,1.9900000000000002,2.288888888888889,2.2966666666666664,1.86,2.506666666666667,2.221111111111111,2.7575000000000003,2.8866666666666667,2.812857142857143,2.4966666666666666
ENC_00128,EMP_00027,1.6533333333333333,2.5233333333333334,2.313333333333333,2.163333333333333,2.7466666666666666,2.453333333333333,2.8866666666666667,2.695555555555556,2.65,2.6833333333333336,2.664285714285714,2.2933333333333334
ENC_00129,EMP_00145,4.393333333333333,1.0666666666666667,2.0533333333333332,2.504444444444444,1.0,1.21,1.0,1.0699999999999998,4.8475,4.706666666666666,4.7871428571428565,1.0
ENC_00130,EMP_02423,2.8800000000000003,1.0,1.5533333333333335,1.8111111111111111,1.8233333333333333,1.2,1.9400000000000002,1.6544444444444446,4.425,4.053333333333334,4.265714285714286,1.0
ENC_00131,EMP_02440,3.06,1.8166666666666664,1.7866666666666668,2.221111111111111,2.23,1.6933333333333334,2.1266666666666665,2.0166666666666666,3.6475,3.64,3.644285714285715,1.39
