empresa_id,departamento,rol,seniority,perfil,edad,experiencia,antiguedad,horas_semana,salario,presion,autonomia,apoyo_manager,apoyo_social,equilibrio,satisfaccion,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q46,burnout,boreout,rotacion
37,Marketing,Marketing Specialist,Senior,Boreout,43,21.608898239741706,3.5144149819602135,38.04786362893167,45-60k,2.9231483932874354,3.662413797000116,4.298528796783251,4.092921566302467,3.639377694905843,2.404383823644379,2.98,3.06,1.0,1.0,1.0,1.32,2.41,1.66,1.46,1.93,2.62,2.38,1.7655555555555555,2.275,2.38
30,Desarrollo,Frontend Developer,Senior,Boreout,34,11.330365505210533,1.9174291167200652,39.5536460088512,45-60k,1.9714137733057733,3.1112166746306675,3.762813558453005,4.898261873668951,3.0564581411269356,2.165158912750901,1.93,2.58,2.5,1.09,1.0,1.69,2.79,1.66,1.76,3.08,2.79,2.87,1.8888888888888888,2.935,2.87
38,DevOps,DevOps Engineer,Mid,Engaged,32,11.890763380175134,5.532813710745749,38.75459253092082,30-45k,5.425675493239746,3.369267293545641,3.061555158062208,2.732048160042122,3.3575648232759985,5.153114739325553,5.0,5.0,1.32,1.49,2.23,1.0,1.0,4.45,2.09,1.0,1.0,1.54,2.6199999999999997,1.0,1.54
45,Marketing,Marketing Specialist,Mid,Engaged,27,9.695993856900646,6.8670852588599836,38.82774967450162,30-45k,4.483884183878812,4.75927269255166,3.8188400065761976,3.949463406178594,4.585374097412098,4.951730734717672,4.56,4.55,1.0,1.58,1.23,1.0,1.0,2.48,1.0,1.0,1.0,1.23,2.0444444444444443,1.0,1.23
40,Producto,Product Owner,Mid,Healthy,33,10.58375549928545,2.0139981306823342,36.82127048611158,30-45k,3.4248010485105125,3.478507742982524,4.0397599252599505,3.6843797125259656,3.987717271303376,3.522836161895738,3.65,3.54,1.0,1.22,1.53,1.51,1.52,3.11,1.31,1.77,1.41,1.99,2.043333333333333,1.5899999999999999,1.99
33,Data,Data Analyst,Junior,Healthy,26,6.19755370397438,1.2747697568689038,39.58118797884829,<30k,3.3164262186913556,1.9729206602411922,3.454080763189072,3.1462082859877007,3.3210192661017754,2.817362741690642,3.17,4.33,1.72,1.64,1.38,1.85,2.58,3.95,2.91,1.77,2.3,3.11,2.6144444444444446,2.035,3.11
11,UX/UI,UX Designer,Senior,Boreout,44,23.22768268295085,5.715761576199976,37.13339318619488,45-60k,2.1222936365164804,3.535465521568716,4.1926126030453545,3.2135709616548076,3.101463534017346,2.9235249548582876,2.6,2.17,2.45,1.0,1.78,1.23,2.06,2.3,1.73,3.05,2.11,1.58,1.9244444444444444,2.58,1.58
21,Marketing,Marketing Specialist,Mid,Boreout,34,10.311726172964521,2.1286839629213876,40.0,30-45k,0.8619516678902466,2.7594559954974844,3.671105194789792,3.2168481552259154,3.6303238867358387,2.299157526476682,1.0,1.22,1.06,1.86,1.91,2.31,2.39,1.33,1.9,3.97,2.28,2.71,1.6644444444444444,3.125,2.71
43,DevOps,DevOps Engineer,Mid,Healthy,28,4.403529563936934,0.32431035238324357,37.353254401993595,30-45k,2.969941289721833,4.363873813717129,3.112220300419551,3.2578670258918536,4.510810978763373,3.2029594542337225,2.36,3.22,1.0,1.78,1.33,1.0,2.33,1.82,1.14,2.12,2.23,2.23,1.7755555555555556,2.175,2.23
15,Desarrollo,Software Engineer,Lead,Healthy,44,21.031248616061394,6.0324666458677925,38.6249169621959,>60k,3.2434881458917797,2.7004382637312587,3.8212950859851227,4.136268088466281,4.424822598150909,3.252563953783257,2.95,3.37,1.0,1.9,1.0,2.84,1.81,3.27,2.66,1.81,1.39,2.1,2.3111111111111113,1.6,2.1
43,Data,Data Scientist,Lead,Burnout,54,34.793587157540486,2.220179217980444,40.0,>60k,5.210084685076379,2.6400794778881456,3.532442524556292,3.6442106936464866,3.994011509767379,2.8618565789252006,5.0,5.0,1.0,1.0,2.04,2.27,2.33,4.74,2.44,1.0,2.64,3.22,2.8688888888888893,1.82,3.22
2,Finanzas,Financial Analyst,Junior,Healthy,25,4.172211209446801,3.7681308978786143,37.93461050381181,<30k,1.9662789499800617,3.055439980243606,3.901803529298023,3.719958947658109,2.9360721282035867,3.2782121997980584,1.79,2.42,2.04,1.43,1.0,2.12,1.54,1.68,1.91,2.67,1.53,1.38,1.77,2.1,1.38
41,Desarrollo,Frontend Developer,Mid,Engaged,35,12.916747931426151,1.1997686838521733,38.245010996679035,30-45k,5.186730445801279,3.7483769415270713,3.608904186576386,3.0348609237993873,3.514250889198648,4.282126256135005,5.0,5.0,1.51,1.46,2.52,1.16,1.0,3.92,1.42,1.0,1.03,1.75,2.5544444444444445,1.0150000000000001,1.75
43,QA,QA Engineer,Mid,Healthy,33,10.546501145403548,2.6261897548791824,37.90441824525293,30-45k,2.8693686835267047,2.8728133269434926,3.2895264528962787,3.6309336395186578,4.046338473422648,3.4907100118188708,3.24,3.48,1.0,1.71,2.2,2.48,1.36,3.13,1.99,1.9,2.0,1.46,2.2877777777777775,1.95,1.46
40,Marketing,Marketing Specialist,Senior,Engaged,35,12.977545113240724,0.2759880714267777,38.993156317929596,45-60k,4.102874305882983,3.8175044164176533,3.9784905226869887,3.587122436171275,4.577098733983378,3.9166148746568323,4.08,4.47,1.0,1.0,2.33,1.03,1.26,3.16,1.0,1.54,1.18,1.91,2.147777777777778,1.3599999999999999,1.91
25,Ventas,Account Manager,Mid,Engaged,30,8.277015924776885,4.76385982076648,34.63025572206452,30-45k,3.826015005086755,3.844479874076274,4.6903952766109605,3.8759696405197905,2.892429157452181,5.1991024470528835,4.66,4.46,2.03,1.0,1.28,1.38,1.0,2.71,1.39,1.11,1.0,1.18,2.212222222222222,1.0550000000000002,1.18
12,QA,QA Engineer,Lead,Healthy,44,21.024787551855013,2.134883624360758,38.78890428475659,>60k,2.7895077595898687,3.7448874284482065,4.022674822059015,3.304385880699295,4.220728353298367,4.6301603194581755,2.65,2.39,1.0,1.0,1.57,1.26,1.0,2.29,1.18,2.5,1.0,1.18,1.5933333333333333,1.75,1.18
20,Marketing,Marketing Specialist,Junior,Boreout,24,3.5417303877739337,0.7347036527382187,36.4704172260891,<30k,2.5497027593627726,3.054217747016187,3.480601849444932,3.996892094234063,4.105936976629796,3.4234949156026113,2.38,3.04,1.12,1.2,1.58,1.93,1.61,1.98,1.67,1.68,1.6,2.75,1.8344444444444443,1.6400000000000001,2.75
39,DevOps,DevOps Engineer,Junior,Burnout,26,0.0,0.0,40.0,<30k,5.799726882499922,2.5308591289510103,2.793328675104588,3.091843047683655,2.492324430798926,3.3973160946152774,5.0,5.0,2.58,2.51,1.58,2.16,1.67,4.26,2.92,1.0,1.43,3.01,3.0755555555555554,1.2149999999999999,3.01
43,QA,QA Engineer,Senior,Engaged,34,11.221423616545014,3.1114498245773894,40.0,45-60k,3.7537676851425905,4.611820127784245,3.243871358031548,2.8927373748438994,2.5070859968805386,4.552597630426303,4.04,4.78,2.04,1.3,1.99,1.0,1.0,1.88,1.0,1.15,1.0,1.42,2.114444444444444,1.075,1.42
3,QA,QA Engineer,Lead,Engaged,40,20.160919738010698,0.6898104805921874,35.96561565890922,>60k,4.458334654324061,3.680355771669894,3.500419470534305,3.99495358857202,3.093460272359776,4.550639302585091,4.51,4.95,2.14,1.46,1.06,2.22,1.0,3.69,1.0,1.0,1.0,1.24,2.4477777777777785,1.0,1.24
17,Marketing,Marketing Specialist,Junior,Healthy,22,0.4074035962776991,0.4074035962776991,37.55695580663057,<30k,2.9856709818311025,3.960817359176924,4.070908437765772,4.233322007724762,2.1954058615480117,3.8254532961474217,2.72,3.89,3.7,1.0,1.05,1.0,1.22,2.55,1.34,2.23,1.18,1.74,2.0522222222222224,1.705,1.74
19,Ventas,Account Manager,Mid,Engaged,30,4.6134676505804215,1.1989342296257128,38.46188791277633,30-45k,3.8420120965368976,4.975535298813114,4.3204221528331965,4.074952295691542,3.6363568454807407,4.740034765079458,4.1,4.74,1.19,1.0,1.0,1.0,1.0,2.1,1.0,1.03,1.0,1.39,1.9033333333333333,1.0150000000000001,1.39
46,Marketing,Marketing Specialist,Junior,Burnout,24,0.0480403834166665,0.0480403834166665,38.30060352292376,<30k,4.454555115114458,2.0658326257673596,2.4738989644060245,2.6910887467365723,3.9459584564136287,2.5154612382244412,4.51,4.81,1.06,2.65,2.12,2.66,2.55,3.5,3.08,1.0,2.84,3.24,2.993333333333334,1.92,3.24
43,Marketing,Marketing Specialist,Junior,Engaged,28,4.2024001835150715,1.1807322050200553,36.18684265396192,<30k,5.022221175514685,4.260454849181913,4.211706909394472,3.6542828780563825,4.342338524718969,5.289387692799124,4.85,4.64,1.0,1.0,1.27,1.03,1.0,3.57,1.26,1.0,1.0,1.0,2.1799999999999997,1.0,1.0
36,Producto,Product Manager,Senior,Healthy,48,25.75221204251888,4.2151337286627175,34.961640034027646,45-60k,2.997331764581668,2.970615587109322,4.092273320077226,3.2886962098402455,3.6455122553675117,3.124177109568692,3.06,3.42,2.05,1.0,1.17,1.89,2.05,2.8,1.65,2.33,1.26,2.61,2.121111111111111,1.795,2.61
26,DevOps,DevOps Engineer,Junior,Engaged,25,4.327474427776042,4.327474427776042,36.262785621468794,<30k,4.622383433547452,4.813813213573558,4.002618463040293,4.720791184465449,4.3129071034239495,4.8067108609644915,4.98,4.95,1.0,1.03,1.0,1.0,1.0,2.97,1.0,1.0,1.0,2.0,2.1033333333333335,1.0,2.0
40,Data,Data Scientist,Junior,Healthy,28,5.281125451950196,3.056636752260922,38.05951227899149,<30k,3.4691419029879986,2.8419776358913134,3.2226348267769747,3.2393022635406106,3.3144967259188163,3.838448310776393,3.55,3.98,2.13,1.46,1.7,2.0,1.67,3.01,2.52,1.01,1.26,2.17,2.4466666666666668,1.135,2.17
15,Finanzas,Financial Analyst,Junior,Engaged,27,2.811791799003106,1.743231329530988,37.12466866039459,<30k,4.006832452389315,5.3390818572937535,3.0933745966249733,2.587253075246813,3.340209602886378,4.404888716778991,3.77,5.0,1.72,1.9,2.37,1.0,1.0,2.5,1.0,1.15,1.0,1.28,2.2511111111111113,1.075,1.28
27,Producto,Product Manager,Junior,Burnout,24,1.4497520273058513,1.4497520273058513,36.34883031396508,<30k,5.923889102162475,2.3016618518720007,4.47266513467263,2.5580237974055944,3.544377778444141,3.116972040068545,5.0,5.0,1.65,1.0,2.27,2.64,1.75,4.22,2.98,1.0,2.0,2.96,2.9455555555555555,1.5,2.96
45,Marketing,Marketing Specialist,Mid,Boreout,32,12.756549572671448,4.367171490402166,37.73388383065787,30-45k,2.6754072706217777,2.3037022152714552,3.1372233328389623,3.481429611240839,3.8040407974921027,1.9703663275596033,2.61,2.84,1.54,1.78,1.55,2.89,3.04,2.7,3.06,2.38,3.33,3.11,2.4455555555555555,2.855,3.11
29,DevOps,DevOps Engineer,Junior,Healthy,26,8.033775088373833,4.167856370651927,37.281415818425884,<30k,4.095327415346155,4.054351790291454,3.804364418664379,4.140004813753492,4.201577354267403,4.128192872478945,4.58,4.64,1.0,1.25,1.28,1.0,1.0,2.7,1.0,1.35,1.0,1.86,2.05,1.175,1.86
48,UX/UI,UX Designer,Lead,Engaged,56,33.43378199752949,1.2359453175851434,37.21812286066955,>60k,3.8647842164768704,4.28143185170344,3.2893155837074968,4.564433057003228,3.834307196401549,4.501025579459958,3.62,4.14,1.34,1.88,1.0,1.0,1.15,2.4,1.39,1.52,1.1,1.29,1.9911111111111113,1.31,1.29
1,Marketing,Marketing Specialist,Mid,Engaged,27,4.662888251874478,2.7379231860020083,33.92951951874899,30-45k,4.966061803666537,4.732027600128866,3.256104273982243,2.762078373055511,3.3933558071075565,4.089701934418374,5.0,5.0,2.0,2.2,2.16,1.0,1.0,3.31,1.0,1.0,1.22,2.05,2.5188888888888887,1.1099999999999999,2.05
38,Data,Data Analyst,Senior,Boreout,48,24.43939669228619,4.2803796474142475,38.80553658398619,45-60k,2.4139179498777805,1.7020676759457576,2.7705479754996496,3.592548388240441,3.404806702478848,3.9384347695802076,2.0,2.92,1.6,2.0,1.74,3.24,1.0,2.27,3.51,2.07,1.17,1.62,2.2533333333333334,1.6199999999999999,1.62
39,UX/UI,UX Designer,Lead,Healthy,60,36.00928927215197,4.681287097977448,36.69475204139522,>60k,2.77690828339261,2.1552296345272346,2.0456724040226257,2.549658305908566,3.9562487936865782,3.6190774723003694,3.05,3.34,1.0,2.94,2.45,2.44,1.91,3.11,2.77,2.23,1.45,1.09,2.5566666666666666,1.8399999999999999,1.09
8,Producto,Product Owner,Mid,Burnout,27,4.057783655394601,4.057783655394601,39.26423220253675,30-45k,4.608493340855499,2.9111346407438616,4.5210177251200765,4.329887000523365,2.5797507645740985,2.3929464887849083,4.91,5.0,2.62,1.0,1.51,2.32,3.3,4.07,2.25,1.0,2.6,3.13,2.997777777777778,1.8,3.13
9,Finanzas,Financial Analyst,Senior,Healthy,35,10.57096208870146,0.9368475062596842,36.94140352490756,45-60k,3.309343273923953,3.66466221876975,3.4420226560260674,2.9400719554126415,3.951995456226345,4.986004140688289,2.91,3.93,1.0,1.63,2.44,1.3,1.0,2.83,1.0,1.38,1.0,1.7,2.0044444444444443,1.19,1.7
3,RRHH,HR Specialist,Mid,Healthy,31,12.137418022021858,0.08707562367022481,40.0,30-45k,3.2196513788407355,3.055894622276376,3.09650631612183,2.829108256604657,3.2062763337850977,3.254784136579551,3.44,3.77,2.28,2.48,2.62,2.02,1.0,2.46,1.89,1.47,1.7,2.75,2.44,1.585,2.75
4,Desarrollo,Frontend Developer,Mid,Burnout,33,7.708446940969363,5.297531400744207,34.5205724424438,30-45k,4.455023623438747,1.4281980632243139,4.196496072427111,3.2193792792128653,3.7079023290384296,1.393722966995366,4.44,5.0,1.32,1.0,2.13,3.4,3.06,3.95,4.1,1.0,3.48,3.74,3.1555555555555554,2.24,3.74
21,Finanzas,Financial Analyst,Mid,Engaged,35,9.726550017401319,5.411382920162861,40.0,30-45k,4.288877946790201,3.7129148911436567,3.6043448249939027,4.153662025616261,3.1901306349669105,5.137343136058788,4.3,4.58,2.03,1.46,1.0,1.0,1.0,3.78,1.21,1.0,1.0,1.24,2.2622222222222224,1.0,1.24
21,Data,BI Analyst,Junior,Burnout,28,2.6514045589227395,1.2577324719249665,38.806780046708155,<30k,4.22461283591766,2.486560895705581,3.109571877592946,4.143852407246188,3.4016234722388474,2.4935984068164494,4.42,4.54,1.59,2.59,1.19,2.62,2.35,3.56,2.58,1.0,2.13,3.26,2.826666666666666,1.565,3.26
5,Producto,Product Owner,Mid,Engaged,31,10.678369735432625,6.630745369653813,36.01994752738748,30-45k,3.979996304502299,3.854612535892639,3.2992954961859517,4.0237145892175965,3.137396858332016,4.879302839298356,3.87,5.0,2.11,1.66,1.25,1.42,1.0,2.33,1.0,1.0,1.0,1.75,2.1822222222222223,1.0,1.75
15,Marketing,Marketing Specialist,Senior,Healthy,48,29.172747760318032,1.2296730020003046,40.0,45-60k,2.623636466091981,3.348232007211401,3.1394156221979834,3.6018162754112115,3.079930476076995,3.2827418705415368,3.01,3.93,1.13,1.62,1.42,2.05,1.56,2.23,1.25,1.84,2.22,1.35,2.022222222222222,2.0300000000000002,1.35
50,Data,BI Analyst,Mid,Healthy,30,10.768545637021036,4.12781824010472,39.18950868333057,30-45k,3.4267077793901537,3.8794642948933826,3.5625206623711256,3.8624441232602864,3.047621246679994,3.91247656958775,3.33,3.62,1.92,1.09,1.0,1.18,1.57,2.83,1.0,1.23,1.42,1.45,1.948888888888889,1.325,1.45
24,QA,QA Engineer,Junior,Engaged,24,1.5507337000059507,1.5507337000059507,39.02708141632703,<30k,4.674469994918797,4.135154993270237,3.409794846451458,3.2230222458461233,4.191399565244902,4.353213575353269,4.32,5.0,1.7,1.73,1.98,1.27,1.0,2.77,1.0,1.0,1.0,1.99,2.307777777777778,1.0,1.99
34,Data,Data Analyst,Senior,Healthy,37,16.605803236291372,1.8791036970209516,40.0,45-60k,2.985903009367118,3.6197387308529483,4.833617377481045,2.7573074335477306,3.814617648351746,3.487192945236957,2.73,3.34,1.34,1.0,2.81,1.0,1.61,2.85,1.0,2.12,1.51,2.1,1.9644444444444444,1.815,2.1
12,Desarrollo,Software Engineer,Senior,Burnout,36,12.45539194934705,0.7364007999102897,34.051725103328224,45-60k,5.0170435342545945,2.5880879650707476,4.127441079524204,3.6014744300594543,3.650942650899392,1.145642366246044,5.0,5.0,1.0,1.43,1.0,1.98,3.5,4.7,2.58,1.0,3.92,3.99,2.9099999999999997,2.46,3.99
27,Administración,Administrative Assistant,Mid,Engaged,34,12.661760464428914,4.6670579232178495,34.01252871485709,30-45k,4.787028284923786,4.491067596989317,4.503543432102622,3.7514114056196273,3.0769928865449545,4.237107694392638,4.77,5.0,1.95,1.0,1.0,1.0,1.0,3.04,1.0,1.0,1.2,2.35,2.1955555555555555,1.1,2.35
32,Desarrollo,Frontend Developer,Mid,Engaged,33,12.218276241814355,0.815374470654842,37.3671831006104,30-45k,4.806548849989592,4.356686765455962,3.735990703636623,4.015229469894019,3.3145301214784992,5.295798861994508,4.85,5.0,1.93,1.6,1.0,1.0,1.0,3.32,1.0,1.0,1.0,2.11,2.3,1.0,2.11
9,Producto,Product Manager,Senior,Engaged,36,14.730601986043578,5.8041442944356865,34.01213832746393,45-60k,4.80916865779269,3.093984618985997,4.815144412846649,3.9083947637189262,3.723835361192382,4.608460813456578,5.0,5.0,1.43,1.0,1.0,1.75,1.0,3.68,2.1,1.0,1.0,1.03,2.44,1.0,1.03
23,Producto,Product Owner,Lead,Healthy,53,30.563497672514327,1.967487968125746,39.86355219481741,>60k,2.600230539383658,4.275773979412945,1.466943150406164,3.43517738012645,3.4587254921390733,4.180318520134459,2.46,3.32,1.77,3.58,1.43,1.0,1.0,1.77,1.0,1.85,1.0,1.45,1.9255555555555555,1.425,1.45
4,Desarrollo,Backend Developer,Mid,Healthy,35,13.297334914404223,2.325828057763921,36.77319467291812,30-45k,2.848765156755936,2.9059115907293855,3.5963443886299187,3.5018276120920486,3.7621629018478098,3.868166488950195,3.27,3.68,1.0,1.0,1.83,1.62,1.05,2.14,1.46,2.34,1.4,1.45,1.8944444444444446,1.8699999999999999,1.45
28,RRHH,HR Specialist,Mid,Engaged,32,4.81791541571018,3.7739305977090845,40.0,30-45k,4.103271886971662,4.531759695669601,4.119772839937167,4.049741820156557,4.145709992798192,4.140179389331272,4.06,4.29,1.14,1.0,1.0,1.0,1.0,2.84,1.0,1.08,1.21,1.95,1.9255555555555555,1.145,1.95
32,Producto,Product Owner,Junior,Healthy,23,1.569779785144398,1.569779785144398,40.0,<30k,2.439588817239806,2.9004317567764937,3.446994404594543,4.452809761791898,4.346340803003095,3.6373107667813662,2.86,2.8,1.0,1.33,1.0,1.68,1.38,2.33,2.7,2.48,1.39,1.77,1.897777777777778,1.935,1.77
24,QA,QA Engineer,Junior,Healthy,26,3.0903593682230937,2.753972153286179,38.18835888336082,<30k,3.005011651121127,3.328700517784462,2.136868450144439,2.8540034392854023,2.432821500074118,3.492353910623044,3.44,4.1,2.52,2.61,2.16,1.37,1.57,2.56,1.37,1.69,1.84,1.94,2.411111111111111,1.7650000000000001,1.94
15,Ventas,Account Manager,Junior,Burnout,23,0.0,0.0,38.11402624979417,<30k,5.107436911545303,3.417081055847519,3.82297764742978,4.143504402385881,3.281028362274269,2.6554850294027363,4.81,5.0,1.03,1.9,1.0,1.51,2.25,3.81,1.87,1.0,2.14,3.11,2.5755555555555554,1.57,3.11
13,Desarrollo,Backend Developer,Junior,Healthy,26,4.5651599009765995,3.74499141958,40.0,<30k,3.5623993222965957,2.700302961919282,2.4695025595155444,3.1759079669754495,3.688431780559916,3.917809896981542,3.35,4.18,1.31,2.72,1.68,1.97,1.6,2.88,2.53,1.94,1.14,1.53,2.4688888888888894,1.54,1.53
21,Marketing,Marketing Specialist,Mid,Burnout,35,11.755243610018393,3.9561799932549118,37.49906392201618,30-45k,4.59215060567581,2.597072709417064,4.272789484281163,3.246312823348674,3.6563976998902445,1.6513008282554726,4.1,5.0,1.85,1.0,1.37,2.5,3.86,3.21,2.02,1.0,3.06,3.44,2.767777777777778,2.0300000000000002,3.44
37,Desarrollo,Software Engineer,Junior,Engaged,25,0.0,0.0,39.343494582154584,<30k,4.796955986618077,3.949989836937502,2.7915307624097965,4.088290999712344,3.346471185397681,4.475141799180958,5.0,5.0,1.58,2.1,1.0,1.09,1.4,3.18,1.0,1.0,1.0,1.31,2.372222222222222,1.0,1.31
22,UX/UI,UI Designer,Junior,Burnout,24,1.6596307549501432,1.6596307549501432,39.39277489491343,<30k,4.982122083428204,2.1530441317751086,2.8149865315198968,3.383804324432169,3.069906607638317,3.3342710567386833,4.33,5.0,1.89,2.71,1.84,2.49,2.31,4.56,3.05,1.0,1.33,2.53,3.1311111111111107,1.165,2.53
19,Finanzas,Financial Analyst,Junior,Healthy,22,2.177497239408372,2.177497239408372,38.09734967665365,<30k,3.255868834539503,3.4723347428053706,4.504363050873512,3.7572873887724185,3.618380251995711,4.474795145210156,3.11,3.99,1.14,1.0,1.0,1.25,1.0,2.68,1.36,1.79,1.0,1.0,1.836666666666667,1.395,1.0
11,Producto,Product Manager,Mid,Boreout,30,8.706965811897334,3.243010022803431,36.04724945743326,30-45k,1.464526496385858,3.6130134726529097,2.9958311416057226,2.9463018861639,3.3177014912082705,2.267332142826899,2.01,1.95,1.68,2.04,1.66,1.0,2.37,1.52,1.42,3.78,2.77,2.31,1.738888888888889,3.275,2.31
47,Marketing,Marketing Specialist,Mid,Burnout,35,11.791975450149746,3.816690328789556,37.99060119111966,30-45k,5.178400037866874,2.078037086461916,2.8615794588793415,3.684238709942146,3.421158256386657,1.9099032131271432,4.89,5.0,1.74,2.81,1.67,2.12,3.17,4.78,2.45,1.0,3.01,4.12,3.181111111111111,2.005,4.12
48,Ventas,Account Manager,Mid,Boreout,31,8.103239561892236,7.020018578600003,40.0,30-45k,1.3793763032458413,2.3735439378704926,4.338335853535257,3.9342078818226307,3.1116556172071723,2.444262064732132,1.36,1.91,2.1,1.0,1.0,3.03,2.29,1.37,2.66,3.49,2.73,2.31,1.857777777777778,3.1100000000000003,2.31
43,Producto,Product Manager,Senior,Healthy,43,20.936163010713276,6.657187226129995,40.0,45-60k,3.265765864854177,3.3515301274597142,2.590318507938068,3.1889582603506867,4.224599269853748,3.4954151338324198,2.49,3.21,1.0,2.1,1.63,1.47,1.41,2.36,1.36,2.06,1.87,1.55,1.8922222222222222,1.965,1.55
17,Marketing,Marketing Specialist,Lead,Healthy,54,32.13571102105481,4.705547350244439,38.96946563458895,>60k,2.9768216725045633,3.178225083841269,3.2991348007360757,3.257810922054802,2.926926452390388,4.211984327032464,3.13,4.53,1.7,1.71,2.24,1.79,1.0,2.14,1.97,1.96,1.13,1.86,2.2455555555555557,1.545,1.86
27,QA,QA Engineer,Mid,Healthy,35,18.17912728403723,1.9957939918022403,39.11738193206655,30-45k,3.5466969778209516,3.162517524580476,2.894505026390222,3.6660254263429906,3.9392843380910696,3.2965073402947955,3.16,3.68,1.11,2.14,1.0,1.89,1.49,3.44,1.92,1.6,1.86,1.83,2.203333333333333,1.73,1.83
1,Desarrollo,Backend Developer,Mid,Healthy,33,7.963102112070519,5.487705865172629,37.793953597205565,30-45k,4.012566174083937,3.518975218145223,3.723460788189328,3.025960204918833,4.216804486596813,3.8542178368634517,3.62,4.19,1.0,1.1,2.25,1.96,1.5,2.32,1.53,1.35,1.0,2.26,2.1633333333333336,1.175,2.26
37,Finanzas,Financial Analyst,Mid,Healthy,28,7.334921563278624,4.718514449999681,38.69235549166548,30-45k,2.619554548622967,2.7859845834496175,2.7073961024808977,3.3570329235802503,2.8917572051504816,3.5710811788863737,2.59,3.96,2.09,2.19,1.78,1.97,1.72,2.63,2.23,2.43,2.14,2.12,2.351111111111111,2.285,2.12
